Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
74219633,2018-04-28,2021-04-27,1161.03,1100
3967669,2018-01-17,2021-01-16,899.0,750
441156,2016-12-27,2019-12-27,1438.58,750
86992927,2016-01-25,2019-01-24,1252.75,1000
78277065,2015-09-09,2018-09-08,1383.49,850
83499902,2017-07-02,2020-07-01,1480.46,850
71585848,2016-06-18,2019-06-18,1350.68,1000
6342589,2019-01-26,2022-01-25,1205.9,750
72081188,2015-04-18,2018-04-17,1451.54,1000
2413671,2015-08-19,2018-08-18,1376.16,850
263263,2019-10-25,2022-10-24,1735.61,375
8733602,2018-08-16,2021-08-15,1170.53,500
14792252,2016-04-16,2019-04-16,1645.28,375
80581330,2016-05-26,2019-05-26,1661.83,850
18426213,2019-12-23,2022-12-22,1508.78,850
85689514,2019-11-23,2022-11-22,1439.68,1100
64270872,2019-05-01,2022-04-30,1235.67,750
51547171,2017-08-28,2020-08-27,1260.37,750
48609585,2017-10-10,2020-10-09,1085.77,500
49759547,2016-07-28,2019-07-28,849.0,250
56075980,2018-05-12,2021-05-11,1255.68,750
76916708,2017-06-10,2020-06-09,1388.65,750
47565537,2016-02-04,2019-02-03,1877.38,500
18282468,2018-05-27,2021-05-26,768.91,500
8715861,2016-09-17,2019-09-17,1735.69,1100
42708409,2018-10-02,2021-10-01,1629.94,750
39405694,2017-03-11,2020-03-10,1489.39,1000
48038917,2018-12-10,2021-12-09,1200.33,1100
15880274,2019-08-27,2022-08-26,1378.0,1100
13088436,2019-07-14,2022-07-13,1396.75,500
88870602,2015-06-20,2018-06-19,1070.63,750
9339904,2018-09-06,2021-09-05,1712.68,1250
13926693,2015-02-12,2018-02-11,1351.1,1250
18307414,2019-11-17,2022-11-16,1382.15,1100
50436279,2019-10-10,2022-10-09,1506.1,1100
66354005,2019-06-03,2022-06-02,1357.37,500
39881775,2019-03-01,2022-02-28,1022.02,725
28239452,2019-09-09,2022-09-08,1239.53,850
5237188,2016-02-06,2019-02-05,1223.21,1100
19521177,2016-06-02,2019-06-02,1143.07,375
14892272,2019-06-26,2022-06-25,1742.86,375
53442308,2015-05-08,2018-05-07,1082.49,750
45971390,2018-11-09,2021-11-08,1152.4,750
79889205,2017-06-05,2020-06-04,1154.63,1000
21774394,2016-02-02,2019-02-01,1276.83,375
66284548,2015-07-25,2018-07-24,1152.12,750
72488964,2017-04-06,2020-04-05,1689.06,750
93910208,2018-11-23,2021-11-22,1411.3,1250
77116560,2019-09-03,2022-09-02,1646.76,500
95822417,2015-10-04,2018-10-03,1198.15,375
54699407,2015-03-19,2018-03-18,1665.45,1250
96496105,2019-07-02,2022-07-01,1658.66,850
73869064,2018-08-14,2021-08-13,1072.62,750
83827776,2018-04-18,2021-04-17,1540.91,750
55401286,2017-11-06,2020-11-05,1291.71,750
80295067,2017-04-06,2020-04-05,1101.27,375
28820114,2019-05-27,2022-05-26,1235.67,250
93455498,2017-09-11,2020-09-10,814.86,250
19478952,2015-01-13,2018-01-12,1307.74,250
45419081,2016-08-29,2019-08-29,1433.13,1100
49583985,2017-12-20,2020-12-19,1647.41,375
72296382,2018-04-25,2021-04-24,1230.69,1000
10149290,2016-07-24,2019-07-24,1556.21,1250
93009763,2018-08-20,2021-08-19,1192.04,850
60988015,2018-06-11,2021-06-10,1298.85,750
68709453,2017-09-03,2020-09-02,1371.41,750
27878687,2019-12-03,2022-12-02,1022.02,750
90085957,2016-04-13,2019-04-13,1344.04,750
56099025,2017-08-30,2020-08-29,1351.41,375
69318024,2017-10-25,2020-10-24,1230.13,750
81968674,2017-12-14,2020-12-13,1539.13,750
83223573,2015-01-26,2018-01-25,1435.09,750
78341287,2015-05-21,2018-05-20,830.31,725
41462972,2015-04-28,2018-04-27,1422.36,750
80905948,2018-07-08,2021-07-07,1035.79,500
93822366,2019-12-08,2022-12-07,1296.04,1100
4889508,2015-03-11,2018-03-10,1622.67,250
98199753,2016-07-15,2019-07-15,1354.67,1100
50460951,2017-11-06,2020-11-05,1362.12,375
42664613,2018-01-05,2021-01-04,1238.65,250
94943584,2016-12-01,2019-12-01,1514.73,1100
45434599,2016-05-30,2019-05-30,1174.38,750
88544555,2018-10-13,2021-10-12,1093.07,750
36544624,2015-12-06,2018-12-05,1430.8,1250
90234539,2018-12-08,2021-12-07,1310.71,500
40801315,2015-09-27,2018-09-26,1322.78,750
67052955,2019-11-14,2022-11-13,1666.53,750
15323726,2016-04-10,2019-04-10,1287.88,1000
67070115,2018-10-02,2021-10-01,956.69,725
20607143,2019-03-21,2022-03-20,1405.17,850
86886802,2015-10-13,2018-10-12,1625.65,1100
52995684,2015-09-11,2018-09-10,1463.82,1000
63137566,2019-01-07,2022-01-06,1441.04,1000
56250822,2019-05-30,2022-05-29,1274.32,750
35594031,2017-03-22,2020-03-21,1340.6,250
86820791,2015-03-20,2018-03-19,1503.21,1100
45113405,2016-09-09,2019-09-09,1661.83,750
54668460,2017-05-26,2020-05-25,1545.58,1100
80002580,2017-05-15,2020-05-14,1204.83,250
14664945,2015-12-14,2018-12-13,1155.55,1100
29903271,2018-01-03,2021-01-02,1242.02,500
95629007,2017-09-09,2020-09-08,1109.83,725
39497468,2016-05-19,2019-05-19,1256.26,250
77006285,2017-06-05,2020-06-04,1230.13,750
23252879,2019-10-30,2022-10-29,1571.51,1000
96117028,2017-06-13,2020-06-12,1463.33,850
46076723,2017-03-31,2020-03-30,1233.64,750
91322142,2019-03-18,2022-03-17,1494.71,375
34414139,2016-12-13,2019-12-13,1402.31,1100
87607492,2018-07-15,2021-07-14,1253.44,375
99892059,2016-09-12,2019-09-12,1744.09,250
74633539,2019-04-24,2022-04-23,1635.62,375
16859160,2017-03-23,2020-03-22,1148.19,500
92362202,2016-07-03,2019-07-03,1323.7,850
41291882,2018-08-21,2021-08-20,1137.16,375
46710797,2017-08-03,2020-08-02,1533.49,750
47415765,2019-08-29,2022-08-28,855.92,375
83944183,2018-04-11,2021-04-10,1562.8,1000
58199024,2018-01-26,2021-01-25,1257.0,1100
80503821,2018-10-17,2021-10-16,915.41,725
15214995,2018-05-04,2021-05-03,1451.01,1000
81970590,2019-04-14,2022-04-13,1677.5,850
12826902,2015-11-21,2018-11-20,1459.5,250
20643876,2017-04-08,2020-04-07,1416.92,1250
38369499,2015-03-12,2018-03-11,1737.66,250
69428032,2019-03-14,2022-03-13,1318.08,750
3497940,2019-04-13,2022-04-12,1692.12,250
46678709,2017-09-03,2020-09-02,1674.45,1000
17664484,2019-03-29,2022-03-28,1096.3,725
41128466,2017-08-31,2020-08-30,1638.02,375
75884552,2018-08-05,2021-08-04,1021.14,375
22580127,2019-12-21,2022-12-20,1538.5,500
49170501,2016-10-05,2019-10-05,1487.33,750
76962187,2017-03-08,2020-03-07,1015.33,725
72991695,2016-06-28,2019-06-28,1534.48,1000
24053131,2019-06-08,2022-06-07,1321.02,250
68458708,2017-03-19,2020-03-18,1470.75,850
98401458,2018-01-15,2021-01-14,969.5,850
8310896,2016-07-27,2019-07-27,1314.77,1250
99170302,2017-12-10,2020-12-09,1278.71,375
33314974,2015-07-30,2018-07-29,1589.54,850
58693992,2016-01-30,2019-01-29,550.0,333
65898501,2018-04-12,2021-04-11,974.59,500
40303111,2019-06-23,2022-06-22,1336.4,500
94030971,2019-09-30,2022-09-29,1286.29,1000
76282438,2018-04-17,2021-04-16,1388.62,250
62528584,2018-04-25,2021-04-24,982.7,250
69527055,2018-09-26,2021-09-25,1167.3,375
88566947,2017-01-02,2020-01-02,1097.75,375
30015686,2017-02-13,2020-02-13,1536.93,500
70088788,2015-08-20,2018-08-19,1379.93,250
53042204,2019-12-22,2022-12-21,1504.75,1000
12499270,2018-02-07,2021-02-06,1612.43,500
3915069,2017-08-23,2020-08-22,1049.0,725
23094381,2017-05-06,2020-05-05,1693.68,1100
95863498,2016-01-25,2019-01-24,1239.04,850
72212686,2018-04-05,2021-04-04,1425.79,1100
49164145,2015-05-09,2018-05-08,1403.9,1100
44050154,2017-02-12,2020-02-12,1738.55,850
10198373,2018-09-18,2021-09-17,1239.06,1100
84861711,2018-11-16,2021-11-15,782.23,375
88489705,2017-08-08,2020-08-07,1542.39,750
89364902,2017-02-19,2020-02-19,1353.17,750
29459162,2015-11-02,2018-11-01,949.44,725
86164333,2017-11-16,2020-11-15,1553.9,750
41858728,2019-08-06,2022-08-05,1374.6,1000
9114012,2018-09-11,2021-09-10,1555.52,1100
6984995,2018-05-28,2021-05-27,1304.35,500
37686205,2016-06-20,2019-06-20,1341.7,1100
86088633,2018-07-26,2021-07-25,1264.99,750
73686041,2019-04-22,2022-04-21,1614.8,500
63279503,2019-11-21,2022-11-20,1352.2,500
84080287,2015-04-06,2018-04-05,1612.43,850
99723903,2018-07-10,2021-07-09,1261.28,250
885396,2018-12-20,2021-12-19,1609.67,1100
22126047,2019-04-25,2022-04-24,1527.0,1100
79391361,2018-11-14,2021-11-13,1655.79,850
75483361,2016-01-01,2018-12-31,1370.39,375
86977731,2016-09-26,2019-09-26,1129.92,375
7703430,2016-12-28,2019-12-28,1913.04,375
69101677,2017-02-23,2020-02-23,1447.75,375
20681540,2015-04-21,2018-04-20,1114.68,1000
9897325,2017-08-02,2020-08-01,1264.68,850
69165468,2019-08-31,2022-08-30,1285.83,1100
97226889,2015-01-25,2018-01-24,1218.56,375
66788349,2016-04-08,2019-04-08,1190.91,750
67697921,2018-03-19,2021-03-18,1066.7,500
69623183,2015-08-23,2018-08-22,1198.44,1100
86445969,2017-09-14,2020-09-13,1462.22,250
48445825,2019-05-23,2022-05-22,2020.02,750
74788015,2015-10-12,2018-10-11,1220.86,750
45364407,2019-04-07,2022-04-06,1475.7,1100
81661478,2018-09-20,2021-09-19,1518.46,375
78301227,2015-07-14,2018-07-13,1530.52,750
91447730,2017-09-29,2020-09-28,1189.55,500
23445992,2019-05-10,2022-05-09,1313.23,1000
86321054,2017-10-08,2020-10-07,1077.23,250
77134473,2019-11-21,2022-11-20,1234.24,850
71987042,2019-10-11,2022-10-10,1299.27,1100
28528483,2015-12-16,2018-12-15,1405.71,850
26346325,2019-12-18,2022-12-17,1301.04,750
71259374,2019-09-05,2022-09-04,1561.94,750
78119897,2016-07-02,2019-07-02,1063.6100000000001,375
27598235,2018-05-13,2021-05-12,912.3,725
83135680,2019-05-04,2022-05-03,1403.27,375
51760097,2017-05-11,2020-05-10,1542.39,1100
91002357,2018-03-01,2021-02-28,1333.97,750
16906307,2018-08-23,2021-08-22,1305.26,250
93133272,2017-09-12,2020-09-11,1362.12,500
18369487,2019-07-16,2022-07-15,1352.8,250
71676904,2018-11-23,2021-11-22,1267.81,375
68067585,2016-10-08,2019-10-08,1492.27,1000
97169505,2019-05-19,2022-05-18,1189.47,375
44453716,2017-02-13,2020-02-13,1205.6,750
32646100,2015-11-15,2018-11-14,1314.6,1100
41946802,2018-05-31,2021-05-30,1134.68,850
74207884,2015-02-11,2018-02-10,1728.56,375
24247802,2017-07-05,2020-07-04,1305.38,250
69608680,2016-04-29,2019-04-29,1398.32,250
72664743,2018-09-29,2021-09-28,1601.47,250
18174137,2015-06-16,2018-06-15,1190.6,1100
34756567,2019-07-06,2022-07-05,1464.88,850
608520,2015-03-08,2018-03-07,1274.7,850
12015956,2018-03-27,2021-03-26,1518.46,1250
60965634,2017-07-31,2020-07-30,1597.78,850
81634494,2019-06-14,2022-06-13,1401.84,850
67849721,2017-03-11,2020-03-10,1512.29,1000
96439095,2016-07-28,2019-07-28,1342.3,750
51033287,2015-08-18,2018-08-17,433.33,250
58451565,2018-07-19,2021-07-18,944.03,750
26734780,2015-09-16,2018-09-15,1532.8,375
20923180,2016-12-04,2019-12-04,1636.41,750
56425621,2017-09-10,2020-09-09,1225.71,750
79174370,2018-09-04,2021-09-03,936.19,750
30119841,2015-04-07,2018-04-06,1592.41,500
57267358,2015-10-11,2018-10-10,1540.19,375
90217877,2016-06-24,2019-06-24,1018.46,500
70708186,2017-07-20,2020-07-19,859.14,500
75934389,2015-06-29,2018-06-28,1294.93,250
71288996,2015-11-05,2018-11-04,1667.83,250
81526822,2017-12-09,2020-12-08,1425.62,500
78064126,2019-05-15,2022-05-14,1019.02,725
29854663,2019-12-02,2022-12-01,1169.97,500
8684377,2017-03-14,2020-03-13,1670.78,850
46513339,2018-06-26,2021-06-25,709.14,500
6104614,2019-02-05,2022-02-04,1405.22,750
51670034,2017-03-31,2020-03-30,1609.93,1100
3205289,2017-06-26,2020-06-25,980.31,725
87596927,2017-03-07,2020-03-06,1665.18,1000
82089969,2017-05-15,2020-05-14,1516.42,1100
57452702,2016-03-11,2019-03-11,1276.83,500
65208868,2015-05-06,2018-05-05,974.16,500
6756964,2016-04-05,2019-04-05,772.66,500
46850554,2017-10-02,2020-10-01,1758.34,250
79539932,2018-08-07,2021-08-06,1110.37,500
42364211,2018-12-01,2021-11-30,900.02,725
19888225,2019-07-23,2022-07-22,1531.04,1250
11256861,2017-02-24,2020-02-24,1230.13,750
61575323,2017-03-30,2020-03-29,1612.76,1000
21868750,2018-08-10,2021-08-09,1035.79,850
75740581,2018-01-13,2021-01-12,979.26,750
30308514,2019-01-28,2022-01-27,1483.18,850
47830633,2015-04-23,2018-04-22,1218.56,1000
19270119,2018-05-13,2021-05-12,1425.79,250
21831348,2019-01-23,2022-01-22,1295.17,1000
18401569,2018-12-14,2021-12-13,566.11,500
73486763,2017-06-03,2020-06-02,1470.39,375
32813846,2015-01-18,2018-01-17,1253.44,850
33507354,2016-07-30,2019-07-30,1385.13,1100
99103842,2015-05-30,2018-05-29,1383.13,250
51583371,2017-11-03,2020-11-02,1564.74,500
35875523,2019-11-03,2022-11-02,1759.86,1100
21240860,2017-12-26,2020-12-25,1160.77,750
18288795,2018-01-09,2021-01-08,1012.78,250
63240398,2015-08-11,2018-08-10,1561.41,1000
1408136,2016-07-09,2019-07-09,1131.17,250
63916935,2019-12-25,2022-12-24,1921.66,1250
17004295,2016-01-08,2019-01-07,550.0,333
9667921,2015-01-21,2018-01-20,1264.77,250
75584160,2016-05-04,2019-05-04,1190.91,1000
90012601,2015-05-16,2018-05-15,1143.95,500
10665465,2019-07-08,2022-07-07,1664.79,850
35597746,2015-08-07,2018-08-06,1377.04,500
1924266,2018-07-19,2021-07-18,1119.29,500
12872099,2016-02-21,2019-02-20,1102.85,250
32155603,2016-03-06,2019-03-06,1441.63,1250
35876673,2015-05-30,2018-05-29,1018.73,375
13265513,2017-10-15,2020-10-14,872.66,500
80380022,2015-06-30,2018-06-29,985.97,850
64899459,2019-01-26,2022-01-25,1226.56,750
11278439,2015-07-23,2018-07-22,770.76,500
90426123,2016-12-07,2019-12-07,1422.18,750
70459338,2018-08-10,2021-08-09,1245.61,250
91547078,2019-02-25,2022-02-24,1621.53,750
26489292,2016-12-05,2019-12-05,1071.9,750
76422459,2017-01-12,2020-01-12,1977.38,1250
27205711,2016-05-16,2019-05-16,1403.33,750
60226103,2019-02-23,2022-02-22,1469.03,1100
34790170,2018-04-02,2021-04-01,1011.92,750
53333953,2017-04-18,2020-04-17,1814.66,850
28307698,2016-02-10,2019-02-09,1038.45,500
85536216,2017-12-02,2020-12-01,1604.43,1000
54642251,2019-05-04,2022-05-03,1280.39,850
47091193,2016-05-16,2019-05-16,1293.68,1100
48277432,2019-04-21,2022-04-20,1302.58,500
75253011,2019-10-16,2022-10-15,1596.31,375
31012935,2016-07-09,2019-07-09,1105.09,1000
84571285,2016-01-07,2019-01-06,1525.73,500
38287019,2015-12-17,2018-12-16,1441.21,1000
1163672,2015-07-26,2018-07-25,1641.73,500
18362135,2019-10-07,2022-10-06,1609.54,1000
94953585,2016-03-03,2019-03-03,1444.43,250
42333188,2018-04-07,2021-04-06,977.4,725
91786385,2017-06-15,2020-06-14,2013.04,375
61051662,2015-04-29,2018-04-28,1270.29,500
8132806,2018-02-24,2021-02-23,1337.56,1250
49428833,2015-03-28,2018-03-27,1358.2,1100
77436568,2019-07-05,2022-07-04,1906.95,850
44319349,2015-12-19,2018-12-18,1570.86,750
57510644,2019-06-09,2022-06-08,1152.46,725
62797499,2016-09-16,2019-09-16,1241.5,750
56924074,2016-04-30,2019-04-30,1368.06,250
83088809,2017-05-31,2020-05-30,1814.66,1000
53087521,2015-12-19,2018-12-18,1173.37,750
9089820,2015-06-24,2018-06-23,1257.36,1000
83290877,2016-10-01,2019-10-01,1018.74,725
78364722,2015-11-05,2018-11-04,1316.63,1000
99761820,2016-08-01,2019-08-01,1122.62,250
6298416,2016-05-08,2019-05-08,1178.71,375
51937025,2019-12-26,2022-12-25,1453.76,1000
35908002,2017-07-05,2020-07-04,1381.25,850
17390973,2018-02-17,2021-02-16,1448.54,375
9908811,2017-05-04,2020-05-03,1490.56,1100
47228955,2019-12-04,2022-12-03,1234.76,850
11594148,2016-03-01,2019-03-01,904.58,725
15036279,2015-12-03,2018-12-02,1097.99,750
59046459,2019-05-03,2022-05-02,1739.94,1000
74058281,2019-04-25,2022-04-24,1577.34,1000
95221797,2017-04-07,2020-04-06,1454.67,500
5956190,2015-02-15,2018-02-14,1730.49,850
91462488,2018-02-20,2021-02-19,865.33,750
7946956,2019-02-26,2022-02-25,801.11,500
83884558,2017-03-03,2020-03-02,1184.27,850
36498619,2019-10-29,2022-10-28,1152.74,850
88191178,2015-03-01,2018-02-28,1226.49,375
88568065,2015-03-15,2018-03-14,1441.06,250
72897132,2019-07-02,2022-07-01,1510.44,1100
85650253,2019-03-23,2022-03-22,1626.99,850
51349242,2019-07-23,2022-07-22,1561.04,500
90202608,2019-01-15,2022-01-14,2062.44,750
55180988,2016-11-28,2019-11-28,1327.25,1100
14433200,2017-03-29,2020-03-28,675.0,500
56590199,2016-05-04,2019-05-04,1416.6,1100
43870830,2018-09-01,2021-08-31,956.69,375
84734207,2018-05-17,2021-05-16,1156.19,1100
73246413,2017-06-26,2020-06-25,1723.93,375
2632719,2019-03-18,2022-03-17,949.64,500
74125915,2016-04-11,2019-04-11,1038.45,725
92753022,2016-07-12,2019-07-12,1305.62,250
47086164,2015-09-16,2018-09-15,1648.0,1250
33987904,2017-02-26,2020-02-26,1398.05,250
37313082,2018-08-30,2021-08-29,828.42,750
13233971,2017-05-27,2020-05-26,1477.41,1000
32561693,2019-12-22,2022-12-21,1423.22,375
73456992,2016-06-24,2019-06-24,1631.27,1000
84767614,2015-03-18,2018-03-17,914.22,850
31901877,2016-10-31,2019-10-31,1009.83,375
67885396,2017-11-20,2020-11-19,1269.23,375
94449123,2015-08-22,2018-08-21,1242.96,1000
94633248,2017-01-12,2020-01-12,1476.62,850
90117063,2016-08-09,2019-08-09,920.55,850
82832470,2019-09-11,2022-09-10,1327.06,250
87994106,2017-02-06,2020-02-06,1547.67,500
61811111,2015-07-05,2018-07-04,671.92,500
55782996,2019-04-07,2022-04-06,1452.35,850
39587947,2015-02-24,2018-02-23,1093.07,850
14293591,2019-12-13,2022-12-12,1792.34,1000
46620570,2015-08-07,2018-08-06,1255.35,1100
53799130,2019-12-17,2022-12-16,1384.09,1100
15556611,2018-01-24,2021-01-23,1255.62,250
61497990,2018-02-11,2021-02-10,1200.09,500
92889234,2016-05-17,2019-05-17,1113.67,850
19171201,2018-06-28,2021-06-27,1137.02,750
93291564,2017-07-17,2020-07-16,1624.66,1250
96710680,2017-07-16,2020-07-15,943.15,500
52542577,2019-08-29,2022-08-28,1581.0,850
37741900,2019-03-26,2022-03-25,1684.04,1250
48145626,2018-10-25,2021-10-24,1399.27,750
25709629,2016-11-08,2019-11-08,1038.45,725
58402558,2017-01-28,2020-01-28,1474.78,1000
23092947,2018-08-27,2021-08-26,1521.55,1250
62476599,2015-12-18,2018-12-17,1221.22,850
39943244,2018-10-08,2021-10-07,1153.54,500
41265799,2015-12-26,2018-12-25,1141.71,750
73383165,2019-01-11,2022-01-10,1106.67,375
77896623,2015-11-04,2018-11-03,1187.96,750
83526525,2015-09-12,2018-09-11,1497.41,750
31439867,2019-04-17,2022-04-16,1724.19,750
30227810,2018-11-06,2021-11-05,1310.8,250
86994101,2019-09-16,2022-09-15,1337.54,500
65728265,2019-05-21,2022-05-20,1258.47,250
45539825,2017-12-27,2020-12-26,1320.53,500
3159703,2015-09-12,2018-09-11,1326.44,750
88449506,2017-08-27,2020-08-26,1455.26,500
35937546,2017-10-31,2020-10-30,1430.9,1250
19441404,2018-09-20,2021-09-19,1362.29,750
7209016,2017-12-18,2020-12-17,1148.19,725
65950748,2019-12-04,2022-12-03,1809.65,1100
2327644,2018-05-15,2021-05-14,785.82,250
30722499,2015-08-15,2018-08-14,799.0,750
31289517,2017-08-26,2020-08-25,1405.68,1000
24826327,2017-11-27,2020-11-26,1172.42,375
14860641,2019-08-02,2022-08-01,1285.85,250
39642857,2016-11-29,2019-11-29,1604.86,1250
3689262,2015-11-08,2018-11-07,1236.5,1000
58850277,2016-06-14,2019-06-14,1091.36,750
76966151,2016-10-11,2019-10-11,1322.46,375
14491128,2019-12-27,2022-12-26,1230.58,500
88277398,2018-06-02,2021-06-01,1353.33,850
87386903,2016-12-03,2019-12-03,1190.31,850
55157773,2015-02-16,2018-02-15,1672.88,1250
55594001,2017-05-30,2020-05-29,1220.63,500
72556966,2016-01-19,2019-01-18,1370.39,1000
45653344,2018-11-12,2021-11-11,1294.41,1000
48539082,2017-05-25,2020-05-24,1287.02,375
68724582,2015-03-22,2018-03-21,1664.66,1100
50817188,2015-02-19,2018-02-18,1209.63,250
16836480,2015-05-24,2018-05-23,1004.14,500
72701746,2019-12-30,2022-12-29,1454.21,500
88126324,2016-04-26,2019-04-26,1440.29,375
50642271,2015-03-26,2018-03-25,1269.76,500
32180835,2017-04-28,2020-04-27,1448.91,375
74155422,2017-03-04,2020-03-03,1205.6,750
26168256,2015-01-15,2018-01-14,1290.74,500
805118,2016-05-14,2019-05-14,966.13,750
25823996,2019-08-11,2022-08-10,1452.35,250
61745997,2019-12-06,2022-12-05,1441.36,500
86025101,2019-06-29,2022-06-28,1415.25,1000
40080580,2017-11-08,2020-11-07,1520.92,1250
14275669,2015-12-08,2018-12-07,855.14,725
70442913,2018-03-11,2021-03-10,1649.18,250
36830141,2018-02-11,2021-02-10,1006.77,850
68772657,2017-04-09,2020-04-08,1745.28,250
154714,2018-12-30,2021-12-29,1330.46,850
97640294,2016-05-24,2019-05-24,1133.72,750
49270759,2017-06-12,2020-06-11,1407.0,850
25021188,2015-07-29,2018-07-28,1459.96,850
2590905,2015-08-18,2018-08-17,1195.01,250
98905950,2016-06-24,2019-06-24,1103.02,375
39495872,2019-09-07,2022-09-06,1449.72,375
64840635,2017-04-26,2020-04-25,1848.51,1250
30541288,2015-06-29,2018-06-28,1351.1,375
51503385,2016-01-25,2019-01-24,926.88,725
57959890,2017-03-10,2020-03-09,1386.5,375
82415311,2015-11-06,2018-11-05,1158.03,250
67861577,2016-02-12,2019-02-11,1503.92,1250
16811703,2016-07-22,2019-07-22,1780.49,750
74841042,2015-08-13,2018-08-12,1922.84,250
95720041,2018-04-24,2021-04-23,1744.64,375
22856380,2017-02-09,2020-02-09,1160.77,375
26966147,2017-05-17,2020-05-16,1123.5,250
48447725,2019-05-12,2022-05-11,1510.98,375
16102558,2017-02-28,2020-02-28,1451.13,850
26448372,2019-05-14,2022-05-13,1309.37,850
40923067,2018-07-08,2021-07-07,1232.72,750
43294140,2017-10-16,2020-10-15,1779.94,1250
51196021,2018-02-07,2021-02-06,1136.83,500
36395643,2015-04-15,2018-04-14,1206.26,750
32850433,2015-02-08,2018-02-07,1145.85,1100
94041245,2015-01-22,2018-01-21,1352.31,850
90719081,2018-12-11,2021-12-10,1530.52,1100
51278608,2017-12-27,2020-12-26,1664.72,750
16868484,2018-09-25,2021-09-24,1254.18,850
32269405,2018-07-24,2021-07-23,900.02,750
35411076,2019-03-02,2022-03-01,1169.97,750
20717103,2015-08-23,2018-08-22,1273.7,850
90102665,2015-07-17,2018-07-16,1281.25,850
40744666,2018-12-19,2021-12-18,1457.65,1000
51460674,2019-12-05,2022-12-04,1347.83,750
9678102,2019-09-04,2022-09-03,1621.53,850
34297900,2017-05-06,2020-05-05,1884.09,750
17682217,2015-12-20,2018-12-19,1564.43,250
29750758,2019-06-28,2022-06-27,1778.37,1250
97698972,2016-08-03,2019-08-03,1977.87,500
28920327,2019-08-17,2022-08-16,993.11,250
55572576,2015-07-26,2018-07-25,1230.76,750
77219869,2017-04-18,2020-04-17,949.0,500
39287010,2016-11-10,2019-11-10,1390.43,1000
47227122,2015-04-24,2018-04-23,1185.44,1000
68758136,2015-05-09,2018-05-08,1281.25,1100
69956465,2016-10-06,2019-10-06,1189.0,750
47603914,2019-03-05,2022-03-04,1465.72,1100
